word,decision,source,page,confidence,status,reason,hint,sort_order
сирава,deferred,pdf_candidate,660,medium,needs_review,lowercase-entry|previous-line-closed,,
скбнто,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
скозна,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
скочно,deferred,pdf_candidate,1210,medium,needs_review,lowercase-entry|previous-line-closed,,
славни,deferred,pdf_candidate,559,medium,needs_review,lowercase-entry|previous-line-closed,,
славно,deferred,pdf_candidate,1214,medium,needs_review,lowercase-entry|previous-line-closed,,
слично,deferred,pdf_candidate,1218,medium,needs_review,lowercase-entry|previous-line-closed,,
служби,deferred,pdf_candidate,727,medium,needs_review,lowercase-entry|previous-line-closed,,
смацна,deferred,pdf_candidate,1222,medium,needs_review,lowercase-entry|previous-line-closed,,
смеоно,deferred,pdf_candidate,1223,medium,needs_review,lowercase-entry|previous-line-closed,,
смионо,deferred,pdf_candidate,1224,medium,needs_review,lowercase-entry|previous-line-closed,,
смршна,deferred,pdf_candidate,138,medium,needs_review,lowercase-entry|previous-line-closed,,
срамно,deferred,pdf_candidate,970,medium,needs_review,lowercase-entry|previous-line-closed,,
срећом,deferred,pdf_candidate,1241,medium,needs_review,lowercase-entry|previous-line-closed,,
српска,deferred,pdf_candidate,253,medium,needs_review,lowercase-entry|previous-line-closed,,
стеона,deferred,pdf_candidate,1248,medium,needs_review,lowercase-entry|previous-line-closed,,
стољет,deferred,pdf_candidate,1251,medium,needs_review,lowercase-entry|previous-line-closed,,
судска,deferred,pdf_candidate,149,medium,needs_review,lowercase-entry|previous-line-closed,,
сунчев,deferred,pdf_candidate,1268,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
супатн,deferred,pdf_candidate,1268,medium,needs_review,lowercase-entry|previous-line-closed,,
супутн,deferred,pdf_candidate,1270,medium,needs_review,lowercase-entry|previous-line-closed,,
сутећи,deferred,pdf_candidate,1272,medium,needs_review,lowercase-entry|previous-line-closed,,
сходно,deferred,pdf_candidate,1274,medium,needs_review,lowercase-entry|previous-line-closed,,
сшашус,deferred,pdf_candidate,209,medium,needs_review,lowercase-entry|previous-line-closed,,
сшочно,deferred,pdf_candidate,362,medium,needs_review,lowercase-entry|previous-line-closed,,
сшрани,deferred,pdf_candidate,787,medium,needs_review,lowercase-entry|previous-line-closed,,
ташист,deferred,pdf_candidate,1282,medium,needs_review,lowercase-entry|previous-line-closed,,
тетреб,deferred,pdf_candidate,1294,medium,needs_review,lowercase-entry|previous-line-closed,,
трипло,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
трипут,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
убитно,deferred,pdf_candidate,1336,medium,needs_review,lowercase-entry|previous-line-closed,,
уближе,deferred,pdf_candidate,1337,medium,needs_review,lowercase-entry|previous-line-closed,,
ужњети,deferred,pdf_candidate,1350,medium,needs_review,lowercase-entry|previous-line-closed,,
узрочн,deferred,pdf_candidate,1524,medium,needs_review,lowercase-entry|previous-line-closed,,
уигран,deferred,pdf_candidate,1358,medium,needs_review,lowercase-entry|previous-line-closed,,
укорно,deferred,pdf_candidate,1361,medium,needs_review,lowercase-entry|previous-line-closed,,
уланка,deferred,pdf_candidate,1364,medium,needs_review,lowercase-entry|previous-line-closed,,
уљешит,deferred,pdf_candidate,1366,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
уметан,deferred,pdf_candidate,1367,medium,needs_review,lowercase-entry|previous-line-closed,,
уоишше,deferred,pdf_candidate,655,medium,needs_review,lowercase-entry|previous-line-closed,,
уоколо,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
уочење,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
упорно,deferred,pdf_candidate,1377,medium,needs_review,lowercase-entry|previous-line-closed,,
уресан,deferred,pdf_candidate,1381,medium,needs_review,lowercase-entry|previous-line-closed,,
ускоро,deferred,pdf_candidate,1384,medium,needs_review,lowercase-entry|previous-line-closed,,
утерив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
утешив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
финанс,deferred,pdf_candidate,1410,medium,needs_review,lowercase-entry|previous-line-closed,,
финанц,deferred,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
хемато,deferred,pdf_candidate,1430,medium,needs_review,lowercase-entry|previous-line-closed,,
хитети,deferred,pdf_candidate,1437,medium,needs_review,lowercase-entry|previous-line-closed,,
црвена,deferred,pdf_candidate,177,medium,needs_review,lowercase-entry|previous-line-closed,,
црнцат,deferred,pdf_candidate,1469,medium,needs_review,lowercase-entry|previous-line-closed,,
чаровн,deferred,pdf_candidate,1475,medium,needs_review,lowercase-entry|previous-line-closed,,
четири,deferred,pdf_candidate,1483,medium,needs_review,lowercase-entry|previous-line-closed,,
чиниши,deferred,pdf_candidate,640,medium,needs_review,lowercase-entry|previous-line-closed,,
чичков,deferred,pdf_candidate,1489,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
шарено,deferred,pdf_candidate,1501,medium,needs_review,lowercase-entry|previous-line-closed,,
шежиши,deferred,pdf_candidate,481,medium,needs_review,lowercase-entry|previous-line-closed,,
аааира,pending,pdf_candidate,424,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аабуна,pending,pdf_candidate,367,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аавада,pending,pdf_candidate,367,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аавала,pending,pdf_candidate,367,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
абонос,pending,pdf_candidate,17,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аварин,pending,pdf_candidate,18,low,needs_review,previous-line-closed|ocr-noise-near-entry,,
август,pending,pdf_candidate,18,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
авиона,pending,pdf_candidate,581,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
авиони,pending,pdf_candidate,1016,low,needs_review,possible-wrapped-definition,,
агенда,pending,pdf_candidate,19,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
агнецм,pending,pdf_candidate,19,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
агруми,pending,pdf_candidate,20,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
адверб,pending,pdf_candidate,20,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аднекс,pending,pdf_candidate,21,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
адреса,pending,pdf_candidate,21,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ажурно,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
азбест,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
азбука,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
азимут,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
азуран,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
азурно,pending,pdf_candidate,22,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аисање,pending,pdf_candidate,1218,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аисник,pending,pdf_candidate,558,low,needs_review,lowercase-entry|possible-wrapped-definition,,
акнути,pending,pdf_candidate,23,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аконто,pending,pdf_candidate,23,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
актива,pending,pdf_candidate,24,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
актино,pending,pdf_candidate,25,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
акутан,pending,pdf_candidate,25,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
акутни,pending,pdf_candidate,1060,low,needs_review,lowercase-entry|possible-wrapped-definition,,
акутно,pending,pdf_candidate,25,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
акушно,pending,pdf_candidate,218,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
акцепт,pending,pdf_candidate,26,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
акциза,pending,pdf_candidate,26,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
алатни,pending,pdf_candidate,27,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
алашка,pending,pdf_candidate,1440,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
алашке,pending,pdf_candidate,655,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
алашки,pending,pdf_candidate,1306,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
алкица,pending,pdf_candidate,28,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
алносш,pending,pdf_candidate,458,low,needs_review,lowercase-entry|possible-wrapped-definition,,
алчица,pending,pdf_candidate,30,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аљкаво,pending,pdf_candidate,30,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
амалин,pending,pdf_candidate,30,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аманет,pending,pdf_candidate,30,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аморал,pending,pdf_candidate,32,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
амфора,pending,pdf_candidate,33,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
анално,pending,pdf_candidate,33,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ананас,pending,pdf_candidate,33,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
анархо,pending,pdf_candidate,34,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
анатом,pending,pdf_candidate,34,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ангина,pending,pdf_candidate,34,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ангора,pending,pdf_candidate,35,low,needs_review,previous-line-closed|ocr-noise-near-entry,,
андрак,pending,pdf_candidate,35,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
анђало,pending,pdf_candidate,433,low,needs_review,lowercase-entry|possible-wrapped-definition,,
анимир,pending,pdf_candidate,36,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
анонса,pending,pdf_candidate,36,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
антена,pending,pdf_candidate,36,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
антика,pending,pdf_candidate,37,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ањавим,pending,pdf_candidate,10,low,needs_review,lowercase-entry|possible-wrapped-definition,,
аовима,pending,pdf_candidate,1061,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аољава,pending,pdf_candidate,88,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аомоћи,pending,pdf_candidate,965,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аомоћу,pending,pdf_candidate,1327,low,needs_review,lowercase-entry|possible-wrapped-definition,,
аоново,pending,pdf_candidate,1140,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аорист,pending,pdf_candidate,39,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аортнн,pending,pdf_candidate,39,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
апарат,pending,pdf_candidate,40,low,needs_review,inflection-after-comma|lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аплауз,pending,pdf_candidate,40,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
апропо,pending,pdf_candidate,42,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
апсурд,pending,pdf_candidate,42,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
апсцес,pending,pdf_candidate,42,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
апћиха,pending,pdf_candidate,43,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аравна,pending,pdf_candidate,1084,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аравне,pending,pdf_candidate,981,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аравни,pending,pdf_candidate,855,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аравца,pending,pdf_candidate,1470,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
арапин,pending,pdf_candidate,43,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аратос,pending,pdf_candidate,43,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аренос,pending,pdf_candidate,1302,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аркада,pending,pdf_candidate,44,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
армада,pending,pdf_candidate,44,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ароаис,pending,pdf_candidate,1129,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аромун,pending,pdf_candidate,45,low,needs_review,previous-line-closed|ocr-noise-near-entry,,
арпеђо,pending,pdf_candidate,45,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
арсима,pending,pdf_candidate,774,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
артист,pending,pdf_candidate,46,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
архаик,pending,pdf_candidate,46,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
архива,pending,pdf_candidate,46,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
архиви,pending,pdf_candidate,298,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
асепса,pending,pdf_candidate,47,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аскета,pending,pdf_candidate,48,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
асовке,pending,pdf_candidate,434,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аспида,pending,pdf_candidate,48,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
асфалт,pending,pdf_candidate,49,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
атеист,pending,pdf_candidate,49,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
атлета,pending,pdf_candidate,50,low,needs_review,lowercase-entry|possible-wrapped-definition,,
аубице,pending,pdf_candidate,1118,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аугуст,pending,pdf_candidate,51,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ауспух,pending,pdf_candidate,51,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
аутист,pending,pdf_candidate,52,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
аушора,pending,pdf_candidate,36,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
афатик,pending,pdf_candidate,54,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
африка,pending,pdf_candidate,55,low,needs_review,previous-line-closed|ocr-noise-near-entry,,
африци,pending,pdf_candidate,1194,low,needs_review,possible-wrapped-definition|ocr-noise-near-entry,,
ахилов,pending,pdf_candidate,55,low,needs_review,previous-line-closed,,
ахтати,pending,pdf_candidate,55,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ашиван,pending,pdf_candidate,574,low,needs_review,lowercase-entry|possible-wrapped-definition,,
бабине,pending,pdf_candidate,56,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бабица,pending,pdf_candidate,56,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бабура,pending,pdf_candidate,56,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бавама,pending,pdf_candidate,512,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
бавиши,pending,pdf_candidate,1410,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
багљив,pending,pdf_candidate,57,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
багрем,pending,pdf_candidate,57,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бадава,pending,pdf_candidate,57,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бадати,pending,pdf_candidate,57,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бадњак,pending,pdf_candidate,57,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бађање,pending,pdf_candidate,256,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
бађаши,pending,pdf_candidate,1122,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
базалт,pending,pdf_candidate,58,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
базати,pending,pdf_candidate,58,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
базаши,pending,pdf_candidate,166,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
базука,pending,pdf_candidate,58,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бакара,pending,pdf_candidate,59,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бакица,pending,pdf_candidate,59,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бакрор,pending,pdf_candidate,59,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
баксуз,pending,pdf_candidate,59,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балада,pending,pdf_candidate,60,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
баланс,pending,pdf_candidate,60,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
баласт,pending,pdf_candidate,60,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балван,pending,pdf_candidate,60,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балега,pending,pdf_candidate,60,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балзам,pending,pdf_candidate,61,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балима,pending,pdf_candidate,676,low,needs_review,lowercase-entry|possible-wrapped-definition,,
балист,pending,pdf_candidate,61,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балоња,pending,pdf_candidate,61,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балота,pending,pdf_candidate,61,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
балска,pending,pdf_candidate,1138,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
балтик,pending,pdf_candidate,61,low,needs_review,previous-line-closed|ocr-noise-near-entry,,
бамбус,pending,pdf_candidate,62,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
банана,pending,pdf_candidate,62,low,needs_review,lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
банане,pending,pdf_candidate,62,low,needs_review,lowercase-entry|possible-wrapped-definition|ocr-noise-near-entry,,
баницу,pending,pdf_candidate,500,low,needs_review,lowercase-entry|possible-wrapped-definition,,
