word,decision,source,page,confidence,status,reason,hint,sort_order
сирава,deferred,pdf_candidate,660,medium,needs_review,lowercase-entry|previous-line-closed,,
скбнто,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
скозна,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
скочно,deferred,pdf_candidate,1210,medium,needs_review,lowercase-entry|previous-line-closed,,
славни,deferred,pdf_candidate,559,medium,needs_review,lowercase-entry|previous-line-closed,,
славно,deferred,pdf_candidate,1214,medium,needs_review,lowercase-entry|previous-line-closed,,
слично,deferred,pdf_candidate,1218,medium,needs_review,lowercase-entry|previous-line-closed,,
служби,deferred,pdf_candidate,727,medium,needs_review,lowercase-entry|previous-line-closed,,
смацна,deferred,pdf_candidate,1222,medium,needs_review,lowercase-entry|previous-line-closed,,
смеоно,deferred,pdf_candidate,1223,medium,needs_review,lowercase-entry|previous-line-closed,,
смионо,deferred,pdf_candidate,1224,medium,needs_review,lowercase-entry|previous-line-closed,,
смршна,deferred,pdf_candidate,138,medium,needs_review,lowercase-entry|previous-line-closed,,
срамно,deferred,pdf_candidate,970,medium,needs_review,lowercase-entry|previous-line-closed,,
срећом,deferred,pdf_candidate,1241,medium,needs_review,lowercase-entry|previous-line-closed,,
српска,deferred,pdf_candidate,253,medium,needs_review,lowercase-entry|previous-line-closed,,
стеона,deferred,pdf_candidate,1248,medium,needs_review,lowercase-entry|previous-line-closed,,
стољет,deferred,pdf_candidate,1251,medium,needs_review,lowercase-entry|previous-line-closed,,
судска,deferred,pdf_candidate,149,medium,needs_review,lowercase-entry|previous-line-closed,,
сунчев,deferred,pdf_candidate,1268,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
супатн,deferred,pdf_candidate,1268,medium,needs_review,lowercase-entry|previous-line-closed,,
супутн,deferred,pdf_candidate,1270,medium,needs_review,lowercase-entry|previous-line-closed,,
сутећи,deferred,pdf_candidate,1272,medium,needs_review,lowercase-entry|previous-line-closed,,
сходно,deferred,pdf_candidate,1274,medium,needs_review,lowercase-entry|previous-line-closed,,
сшашус,deferred,pdf_candidate,209,medium,needs_review,lowercase-entry|previous-line-closed,,
сшочно,deferred,pdf_candidate,362,medium,needs_review,lowercase-entry|previous-line-closed,,
сшрани,deferred,pdf_candidate,787,medium,needs_review,lowercase-entry|previous-line-closed,,
ташист,deferred,pdf_candidate,1282,medium,needs_review,lowercase-entry|previous-line-closed,,
тетреб,deferred,pdf_candidate,1294,medium,needs_review,lowercase-entry|previous-line-closed,,
трипло,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
трипут,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
убитно,deferred,pdf_candidate,1336,medium,needs_review,lowercase-entry|previous-line-closed,,
уближе,deferred,pdf_candidate,1337,medium,needs_review,lowercase-entry|previous-line-closed,,
ужњети,deferred,pdf_candidate,1350,medium,needs_review,lowercase-entry|previous-line-closed,,
узрочн,deferred,pdf_candidate,1524,medium,needs_review,lowercase-entry|previous-line-closed,,
уигран,deferred,pdf_candidate,1358,medium,needs_review,lowercase-entry|previous-line-closed,,
укорно,deferred,pdf_candidate,1361,medium,needs_review,lowercase-entry|previous-line-closed,,
уланка,deferred,pdf_candidate,1364,medium,needs_review,lowercase-entry|previous-line-closed,,
уљешит,deferred,pdf_candidate,1366,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
уметан,deferred,pdf_candidate,1367,medium,needs_review,lowercase-entry|previous-line-closed,,
уоишше,deferred,pdf_candidate,655,medium,needs_review,lowercase-entry|previous-line-closed,,
уоколо,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
уочење,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
упорно,deferred,pdf_candidate,1377,medium,needs_review,lowercase-entry|previous-line-closed,,
уресан,deferred,pdf_candidate,1381,medium,needs_review,lowercase-entry|previous-line-closed,,
ускоро,deferred,pdf_candidate,1384,medium,needs_review,lowercase-entry|previous-line-closed,,
утерив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
утешив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
финанс,deferred,pdf_candidate,1410,medium,needs_review,lowercase-entry|previous-line-closed,,
финанц,deferred,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
хемато,deferred,pdf_candidate,1430,medium,needs_review,lowercase-entry|previous-line-closed,,
хитети,deferred,pdf_candidate,1437,medium,needs_review,lowercase-entry|previous-line-closed,,
црвена,deferred,pdf_candidate,177,medium,needs_review,lowercase-entry|previous-line-closed,,
црнцат,deferred,pdf_candidate,1469,medium,needs_review,lowercase-entry|previous-line-closed,,
чаровн,deferred,pdf_candidate,1475,medium,needs_review,lowercase-entry|previous-line-closed,,
четири,deferred,pdf_candidate,1483,medium,needs_review,lowercase-entry|previous-line-closed,,
чиниши,deferred,pdf_candidate,640,medium,needs_review,lowercase-entry|previous-line-closed,,
чичков,deferred,pdf_candidate,1489,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
шарено,deferred,pdf_candidate,1501,medium,needs_review,lowercase-entry|previous-line-closed,,
шежиши,deferred,pdf_candidate,481,medium,needs_review,lowercase-entry|previous-line-closed,,
