word,status,confidence,score,page,reason,hint,sort_order
бебаст,needs_review,high,77,67,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бедаст,needs_review,high,77,68,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бежати,needs_review,high,87,897,inflection-after-comma|lowercase-entry|previous-line-closed,,
безбрк,needs_review,high,77,70,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бездан,needs_review,high,77,71,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
безног,needs_review,high,77,72,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
безнос,needs_review,high,87,72,inflection-after-comma|lowercase-entry|previous-line-closed,,
безреп,needs_review,high,77,73,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
безрог,needs_review,high,77,73,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
безрук,needs_review,high,87,73,inflection-after-comma|lowercase-entry|previous-line-closed,,
бенаст,needs_review,high,77,76,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бензен,needs_review,high,87,76,inflection-after-comma|lowercase-entry|previous-line-closed,,
бензин,needs_review,high,87,76,inflection-after-comma|lowercase-entry|previous-line-closed,,
бензол,needs_review,high,77,76,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бикини,needs_review,high,77,83,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
билион,needs_review,high,77,84,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
билтен,needs_review,high,77,84,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
биљчин,needs_review,high,77,84,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бински,needs_review,high,77,84,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бистро,needs_review,high,77,86,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
блавор,needs_review,high,77,88,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
благун,needs_review,high,77,90,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
блажен,needs_review,high,77,90,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
блатав,needs_review,high,87,90,inflection-after-comma|lowercase-entry|previous-line-closed,,
блатан,needs_review,high,77,90,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бленто,needs_review,high,87,91,inflection-after-comma|lowercase-entry|previous-line-closed,,
блесав,needs_review,high,77,91,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
блудан,needs_review,high,77,93,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
блузон,needs_review,high,77,93,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бљутав,needs_review,high,87,93,inflection-after-comma|lowercase-entry|previous-line-closed,,
бодљав,needs_review,high,77,96,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бодљар,needs_review,high,87,96,inflection-after-comma|lowercase-entry|previous-line-closed,,
бодљив,needs_review,high,77,96,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бокаст,needs_review,high,87,98,inflection-after-comma|lowercase-entry|previous-line-closed,,
боксач,needs_review,high,77,98,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
боксит,needs_review,high,77,98,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бомбаш,needs_review,high,87,100,inflection-after-comma|lowercase-entry|previous-line-closed,,
бомбон,needs_review,high,87,100,inflection-after-comma|lowercase-entry|previous-line-closed,,
бонтон,needs_review,high,77,100,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
борбен,needs_review,high,77,101,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бостон,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
боцаст,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
боцкав,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бочити,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бравац,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бравић,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брављи,needs_review,high,77,102,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бравче,needs_review,high,77,103,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брадат,needs_review,high,77,103,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брадни,needs_review,high,77,103,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
браник,needs_review,high,77,104,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бранич,needs_review,high,77,104,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брањив,needs_review,high,77,104,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брачни,needs_review,high,77,105,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брбљав,needs_review,high,87,105,inflection-after-comma|lowercase-entry|previous-line-closed,,
брбљив,needs_review,high,77,106,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брежић,needs_review,high,77,106,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бренди,needs_review,high,77,107,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бренце,needs_review,high,87,107,inflection-after-comma|lowercase-entry|previous-line-closed,,
брзати,needs_review,high,77,107,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бригеш,needs_review,high,77,108,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бридан,needs_review,high,77,108,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бризак,needs_review,high,77,108,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брисач,needs_review,high,77,109,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брњаст,needs_review,high,87,110,inflection-after-comma|lowercase-entry|previous-line-closed,,
бродан,needs_review,high,77,110,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бродар,needs_review,high,77,110,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брокат,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бромат,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бромов,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
броћац,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
броћев,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брснат,needs_review,high,77,112,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брстан,needs_review,high,87,112,inflection-after-comma|lowercase-entry|previous-line-closed,,
брусар,needs_review,high,87,112,inflection-after-comma|lowercase-entry|previous-line-closed,,
брусач,needs_review,high,77,113,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брусић,needs_review,high,77,113,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
брчкав,needs_review,high,77,113,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бубњар,needs_review,high,77,114,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бубњић,needs_review,high,77,114,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бувљак,needs_review,high,87,114,inflection-after-comma|lowercase-entry|previous-line-closed,,
бувљив,needs_review,high,87,114,inflection-after-comma|lowercase-entry|previous-line-closed,,
будоар,needs_review,high,77,115,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
будући,needs_review,high,77,115,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
буквар,needs_review,high,77,116,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
буквић,needs_review,high,77,116,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
буљоок,needs_review,high,87,117,inflection-after-comma|lowercase-entry|previous-line-closed,,
бундов,needs_review,high,77,117,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бусати,needs_review,high,77,119,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
бушаћи,needs_review,high,87,120,inflection-after-comma|lowercase-entry|previous-line-closed,,
вадити,needs_review,high,77,121,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
важећи,needs_review,high,77,121,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
важити,needs_review,high,77,121,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ваљати,needs_review,high,77,123,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вандал,needs_review,high,87,124,inflection-after-comma|lowercase-entry|previous-line-closed,,
вапити,needs_review,high,77,125,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
варати,needs_review,high,77,125,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
варљив,needs_review,high,77,126,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
васцео,needs_review,high,77,127,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ватраљ,needs_review,high,77,127,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вашљив,needs_review,high,77,128,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вдасат,needs_review,high,77,151,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
ведрац,needs_review,high,77,128,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вентил,needs_review,high,77,133,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
венчић,needs_review,high,87,133,inflection-after-comma|lowercase-entry|previous-line-closed,,
верзал,needs_review,high,77,134,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
веслач,needs_review,high,87,136,inflection-after-comma|lowercase-entry|previous-line-closed,,
весник,needs_review,high,87,136,inflection-after-comma|lowercase-entry|previous-line-closed,,
ветрић,needs_review,high,87,137,inflection-after-comma|lowercase-entry|previous-line-closed,,
вешчић,needs_review,high,77,139,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вигвам,needs_review,high,77,139,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
видљив,needs_review,high,77,140,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
видрин,needs_review,high,77,141,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
видски,needs_review,high,77,141,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
виласт,needs_review,high,77,143,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вимени,needs_review,high,77,143,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
винаст,needs_review,high,77,143,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вирити,needs_review,high,77,144,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вирман,needs_review,high,77,145,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
виртуо,needs_review,high,77,145,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
висити,needs_review,high,77,145,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
висост,needs_review,high,77,147,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
витост,needs_review,high,77,148,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
витраж,needs_review,high,87,148,inflection-after-comma|lowercase-entry|previous-line-closed,,
вишњак,needs_review,high,77,150,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вишњар,needs_review,high,87,150,inflection-after-comma|lowercase-entry|previous-line-closed,,
вишњев,needs_review,high,77,150,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вишњик,needs_review,high,87,150,inflection-after-comma|lowercase-entry|previous-line-closed,,
владар,needs_review,high,87,150,inflection-after-comma|lowercase-entry|previous-line-closed,,
влажан,needs_review,high,77,150,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
власац,needs_review,high,77,151,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
власић,needs_review,high,77,151,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влатак,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влатић,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влатни,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влачар,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влачни,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
влашки,needs_review,high,77,152,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
водњав,needs_review,high,77,154,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
воњати,needs_review,high,87,159,inflection-after-comma|lowercase-entry|previous-line-closed,,
воскар,needs_review,high,77,159,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
воштан,needs_review,high,77,159,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вражић,needs_review,high,77,160,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вранац,needs_review,high,77,160,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вранче,needs_review,high,87,160,inflection-after-comma|lowercase-entry|previous-line-closed,,
врапче,needs_review,high,87,160,inflection-after-comma|lowercase-entry|previous-line-closed,,
вратар,needs_review,high,77,161,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врачар,needs_review,high,87,162,inflection-after-comma|lowercase-entry|previous-line-closed,,
врашче,needs_review,high,77,162,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вргаст,needs_review,high,77,162,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вребач,needs_review,high,77,163,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вређач,needs_review,high,77,163,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врелце,needs_review,high,77,164,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вреоце,needs_review,high,77,164,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врисак,needs_review,high,77,165,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врскав,needs_review,high,87,166,inflection-after-comma|lowercase-entry|previous-line-closed,,
врстан,needs_review,high,77,166,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врстач,needs_review,high,77,166,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вртлар,needs_review,high,87,167,inflection-after-comma|lowercase-entry|previous-line-closed,,
вртљив,needs_review,high,77,167,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врутак,needs_review,high,77,167,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врућац,needs_review,high,77,168,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врцати,needs_review,high,77,168,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
врцкав,needs_review,high,87,168,inflection-after-comma|lowercase-entry|previous-line-closed,,
врчати,needs_review,high,77,168,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вршњак,needs_review,high,77,169,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вулкан,needs_review,high,77,170,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
вунаст,needs_review,high,87,170,inflection-after-comma|lowercase-entry|previous-line-closed,,
гадити,needs_review,high,77,173,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гадљив,needs_review,high,77,173,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гадост,needs_review,high,77,173,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
газити,needs_review,high,77,173,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
галион,needs_review,high,77,176,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гарити,needs_review,high,77,177,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гатити,needs_review,high,87,178,inflection-after-comma|lowercase-entry|previous-line-closed,,
гаћаст,needs_review,high,77,179,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
генски,needs_review,high,77,182,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гепити,needs_review,high,77,183,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гетски,needs_review,high,77,184,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гибљив,needs_review,high,77,184,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гиздав,needs_review,high,77,184,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гинути,needs_review,high,77,185,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гипсар,needs_review,high,77,185,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глават,needs_review,high,77,187,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
главић,needs_review,high,77,187,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гладан,needs_review,high,77,188,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гламур,needs_review,high,87,189,inflection-after-comma|lowercase-entry|previous-line-closed,,
гласан,needs_review,high,77,189,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гласит,needs_review,high,77,190,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гласић,needs_review,high,77,190,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гласни,needs_review,high,77,190,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глачар,needs_review,high,77,190,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глинац,needs_review,high,77,192,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глинен,needs_review,high,77,192,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глисер,needs_review,high,87,192,inflection-after-comma|lowercase-entry|previous-line-closed,,
глобал,needs_review,high,87,192,inflection-after-comma|lowercase-entry|previous-line-closed,,
глобар,needs_review,high,77,192,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глогић,needs_review,high,77,193,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глогов,needs_review,high,77,193,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глодар,needs_review,high,77,193,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глосар,needs_review,high,87,193,inflection-after-comma|lowercase-entry|previous-line-closed,,
глумац,needs_review,high,77,194,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глупав,needs_review,high,77,194,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
глупак,needs_review,high,77,194,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гљивин,needs_review,high,77,194,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гмизав,needs_review,high,77,195,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гнусан,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гњатић,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гњатни,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гњецав,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гњидав,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
гњурац,needs_review,high,77,196,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
говече,needs_review,high,77,197,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
говнав,needs_review,high,77,197,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
говнар,needs_review,high,77,197,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
говњив,needs_review,high,77,197,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
годити,needs_review,high,77,198,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
голити,needs_review,high,87,199,inflection-after-comma|lowercase-entry|previous-line-closed,,
горљак,needs_review,high,77,204,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
горљив,needs_review,high,77,204,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
горски,needs_review,high,77,204,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
горући,needs_review,high,77,204,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
госпар,needs_review,high,77,205,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
господ,needs_review,high,79,205,inflection-after-comma|previous-line-closed,,
готски,needs_review,high,77,207,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
грабик,needs_review,high,77,207,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
грабић,needs_review,high,77,207,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
градни,needs_review,high,77,209,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
грађен,needs_review,high,77,209,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,
